,Wine.Color,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,Class
9026,W,5.6,0.33,0.28,1.2,0.031,33,97,0.99126,3.49,0.58,10.9,Bad
9027,W,6.1,0.6,0,1.3,0.042,24,79,0.9937,3.31,0.38,9.4,Bad
9028,W,7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,Bad
9029,R,10.6,0.34,0.49,3.2,0.078,20,78,0.9992,3.19,0.7,10,Good
9030,W,7.2,0.29,0.18,8.2,0.042,41,180,0.99644,3.16,0.49,9.1,Bad
9031,W,6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,Bad
9032,R,6.4,0.39,0.33,3.3,0.046,12,53,0.99294,3.36,0.62,12.2,Bad
9033,W,7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,Good
9034,W,7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3,Bad
9035,W,6.2,0.25,0.39,1.3,0.051,42,135,0.9906,3.23,0.4,11.1,Good
9036,W,7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,Good
9037,W,7.3,0.19,0.68,1.5,0.05,31,156,0.9946,3.32,0.64,9.4,Bad
9038,W,7,0.36,0.14,11.6,0.043,35,228,0.9977,3.13,0.51,8.9,Bad
9039,W,6.6,0.27,0.41,1.3,0.052,16,142,0.9951,3.42,0.47,10,Bad
9040,R,9.3,0.48,0.29,2.1,0.127,6,16,0.9968,3.22,0.72,11.2,Bad
9041,W,5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,Good
9042,W,6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,Good
9043,R,8.3,0.675,0.26,2.1,0.084,11,43,0.9976,3.31,0.53,9.2,Bad
9044,R,7.6,0.3,0.42,2,0.052,6,24,0.9963,3.44,0.82,11.9,Good
9045,W,6.7,0.22,0.39,10.2,0.038,60,149,0.99725,3.17,0.54,10,Good
9046,W,6,0.24,0.33,2.5,0.026,31,85,0.99014,3.13,0.5,11.3,Good
9047,W,5.2,0.365,0.08,13.5,0.041,37,142,0.997,3.46,0.39,9.9,Good
9048,W,8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,Bad
9049,W,6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,Bad
9050,W,9.2,0.23,0.35,10.7,0.037,34,145,0.9981,3.09,0.32,9.7,Bad
9051,W,6.7,0.3,0.74,5,0.038,35,157,0.9945,3.21,0.46,9.9,Bad
9052,W,6.6,0.31,0.49,7.7,0.05,52,220,0.9964,3.12,0.45,8.8,Bad
9053,W,6.5,0.24,0.24,1.6,0.046,15,60,0.9928,3.19,0.39,9.8,Bad
9054,R,12.6,0.38,0.66,2.6,0.088,10,41,1.001,3.17,0.68,9.8,Good
9055,W,6.6,0.26,0.52,8.2,0.047,52,191,0.99541,3.16,0.47,9.5,Bad
9056,W,7,0.21,0.28,7.5,0.07,45,185,0.9966,3.34,0.55,9.4,Bad
9057,W,6.6,0.24,0.3,11.3,0.026,11,77,0.99381,3.13,0.55,12.8,Bad
9058,W,7.1,0.44,0.23,5.8,0.035,24,100,0.99062,3.15,0.57,13.2,Good
9059,W,5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,Good
9060,R,6,0.5,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10,Bad
9061,R,9.5,0.39,0.41,8.9,0.069,18,39,0.99859,3.29,0.81,10.9,Good
9062,R,7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,Bad
9063,W,6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,Good
9064,R,7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,Bad
9065,R,6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,Good
9066,W,7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,Bad
9067,W,7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,Bad
9068,W,6.9,0.24,0.23,7.1,0.041,20,97,0.99246,3.1,0.85,11.4,Bad
9069,R,7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,Good
9070,W,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,Bad
9071,W,7.1,0.25,0.32,10.3,0.041,66,272,0.9969,3.17,0.52,9.1,Bad
9072,W,7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,Bad
9073,W,6.2,0.3,0.33,3.5,0.037,37,155,0.98987,3.18,0.37,12.4,Good
9074,R,8.4,0.635,0.36,2,0.089,15,55,0.99745,3.31,0.57,10.4,Bad
9075,W,6.5,0.44,0.47,5.45,0.014,44,137,0.98984,3.13,0.32,13,Good
9076,W,6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.33333333,Bad
9077,W,6.4,0.23,0.26,8.1,0.054,47,181,0.9954,3.12,0.49,9.4,Good
9078,W,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,Good
9079,R,6.2,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4,Bad
9080,R,10.3,0.27,0.24,2.1,0.072,15,33,0.9956,3.22,0.66,12.8,Good
9081,W,8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,Good
9082,R,8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,Good
9083,W,6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,Good
9084,R,6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,Good
9085,W,6.7,0.24,0.32,10.3,0.079,37,122,0.99662,3.02,0.45,8.8,Bad
9086,W,5.8,0.22,0.3,1.1,0.047,36,131,0.992,3.26,0.45,10.4,Bad
9087,W,7.1,0.64,0.49,1.8,0.05,17,128,0.9946,3.31,0.58,10.6,Bad
9088,W,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,Good
9089,R,7.9,0.3,0.68,8.3,0.05,37.5,289,0.99316,3.01,0.51,12.3,Good
9090,R,6.6,0.96,0,1.8,0.082,5,16,0.9936,3.5,0.44,11.9,Good
9091,W,7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10,Bad
9092,W,5.7,0.22,0.25,1.1,0.05,97,175,0.99099,3.44,0.62,11.1,Bad
9093,R,7.9,0.43,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5,Bad
9094,W,7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,Good
9095,W,7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,Bad
9096,W,7.2,0.26,0.74,13.6,0.05,56,162,0.998,3.03,0.44,8.8,Bad
9097,W,5.9,0.3,0.3,2,0.03,38,142,0.98892,3.41,0.41,12.9,Good
9098,W,7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7,Bad
9099,R,6.4,0.63,0.21,1.6,0.08,12,32,0.99689,3.58,0.66,9.8,Bad
9100,R,8.6,0.33,0.4,2.6,0.083,16,68,0.99782,3.3,0.48,9.4,Bad
9101,W,10.3,0.17,0.47,1.4,0.037,5,33,0.9939,2.89,0.28,9.6,Bad
9102,W,6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,Bad
9103,W,6.9,0.22,0.49,7,0.063,50,168,0.9957,3.54,0.5,10.3,Bad
9104,W,8.5,0.26,0.21,16.2,0.074,41,197,0.998,3.02,0.5,9.8,Bad
9105,W,8.5,0.56,0.74,17.85,0.051,51,243,1.0005,2.99,0.7,9.2,Good
9106,W,6.6,0.62,0.2,8.7,0.046,81,224,0.99605,3.17,0.44,9.3,Good
9107,W,5.8,0.2,0.16,1.4,0.042,44,99,0.98912,3.23,0.37,12.2,Bad
9108,W,5.5,0.335,0.3,2.5,0.071,27,128,0.9924,3.14,0.51,9.6,Bad
9109,R,8.2,1.33,0,1.7,0.081,3,12,0.9964,3.53,0.49,10.9,Bad
9110,W,6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,Good
9111,R,8.3,0.56,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5,Bad
9112,W,7.3,0.24,0.43,2,0.021,20,69,0.99,3.08,0.56,12.2,Good
9113,W,7.1,0.39,0.35,12.5,0.044,26,72,0.9941,3.17,0.29,11.6,Bad
9114,W,5.8,0.28,0.3,1.5,0.026,31,114,0.98952,3.32,0.6,12.5,Good
9115,W,5.9,0.13,0.28,1.9,0.05,20,78,0.9918,3.43,0.64,10.8,Good
9116,W,7.6,0.54,0.23,2,0.029,13,151,0.9931,3.04,0.33,10.4,Bad
9117,W,7.4,0.29,0.31,1.7,0.035,23,110,0.9926,3.07,0.38,10.9,Bad
9118,R,6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8,Good
9119,W,7,0.18,0.37,1.5,0.043,16,104,0.99216,3.18,0.5,10.8,Bad
9120,W,7.1,0.23,0.24,5.4,0.039,60,196,0.9948,3.19,0.78,10,Bad
9121,W,6,0.29,0.2,12.6,0.045,45,187,0.9972,3.33,0.42,9.5,Bad
9122,W,6.4,0.31,0.31,12.9,0.045,55,161,0.99546,3.02,0.59,10.2,Bad
9123,W,7.1,0.32,0.3,9.9,0.041,63,192,0.99642,3.12,0.49,10.2,Good
9124,R,6.6,0.5,0.04,2.1,0.068,6,14,0.9955,3.39,0.64,9.4,Good
9125,W,7.8,0.22,0.26,9,0.047,38,132,0.997,3.25,0.53,10.2,Good
9126,W,6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,Bad
9127,R,9.3,0.4,0.49,2.5,0.085,38,142,0.9978,3.22,0.55,9.4,Bad
9128,R,7.8,0.55,0,1.7,0.07,7,17,0.99659,3.26,0.64,9.4,Bad
9129,W,7.2,0.21,0.33,3,0.036,35,132,0.9928,3.25,0.4,11,Good
9130,R,4.9,0.42,0,2.1,0.048,16,42,0.99154,3.71,0.74,14,Good
9131,W,7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,Good
9132,W,8.6,0.485,0.29,4.1,0.026,19,101,0.9918,3.01,0.38,12.4,Bad
9133,R,11.8,0.38,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8,Bad
9134,W,7.3,0.34,0.3,9.4,0.057,34,178,0.99554,3.15,0.44,10.4,Good
9135,W,6,0.26,0.33,4.35,0.04,15,80,0.98934,3.29,0.5,12.7,Good
9136,W,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,Good
9137,W,7.1,0.33,0.25,1.6,0.03,25,126,0.9901,3.22,0.34,12.1,Good
9138,W,6.6,0.34,0.27,6.2,0.059,23,136,0.9957,3.3,0.49,10.1,Bad
9139,W,6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,Bad
9140,W,5.8,0.24,0.28,1.4,0.038,40,76,0.98711,3.1,0.29,13.9,Good
9141,W,6.8,0.13,0.39,1.4,0.034,19,102,0.99121,3.23,0.6,11.3,Bad
9142,W,7.8,0.26,0.44,1.3,0.037,43,132,0.9944,3.18,0.65,10,Bad
9143,W,6.1,0.36,0.33,1.1,0.05,24,169,0.9927,3.15,0.78,9.5,Good
9144,W,8,0.2,0.3,8.1,0.037,42,130,0.99379,3.1,0.67,11.8,Bad
9145,W,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,Bad
9146,W,6.1,0.36,0.33,1.1,0.05,24,169,0.9927,3.15,0.78,9.5,Good
9147,W,7.5,0.705,0.1,13,0.044,44,214,0.99741,3.1,0.5,9.1,Bad
9148,W,6.7,0.33,0.34,6.6,0.067,35,156,0.99542,3.11,0.48,9.3,Good
9149,R,8.2,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2,Good
9150,W,7.2,0.17,0.41,1.6,0.052,24,126,0.99228,3.19,0.49,10.8,Good
9151,W,7.8,0.24,0.18,6.7,0.046,33,160,0.9963,3.2,0.56,9.8,Good
9152,W,7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,Good
9153,W,7.6,0.2,0.26,4.5,0.086,37,133,0.9963,3.15,0.42,9.2,Good
9154,W,6.4,0.27,0.29,10.8,0.028,17,118,0.99356,3.18,0.37,11.2,Bad
9155,W,6.9,0.75,0.13,6.3,0.036,19,50,0.99312,3.09,0.25,11.1,Bad
9156,R,9.6,0.54,0.42,2.4,0.081,25,52,0.997,3.2,0.71,11.4,Good
9157,W,6.4,0.23,0.27,2.1,0.042,35,100,0.99094,3.03,0.63,10.9,Bad
9158,R,8.5,0.66,0.2,2.1,0.097,23,113,0.99733,3.13,0.48,9.2,Bad
9159,W,6.7,0.17,0.37,2,0.039,34,125,0.9922,3.26,0.6,10.8,Good
9160,W,8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1,Good
9161,R,9.4,0.395,0.46,4.6,0.094,3,10,0.99639,3.27,0.64,12.2,Good
9162,W,6.9,0.31,0.33,12.7,0.038,33,116,0.9954,3.04,0.65,10.4,Bad
9163,W,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,Good
9164,W,7.7,0.31,0.23,2,0.069,29,134,0.99382,3.11,0.62,9.8,Bad
9165,W,6.2,0.3,0.28,1.6,0.036,28,106,0.988245,3.14,0.41,13.3,Bad
9166,W,5.7,0.22,0.29,3.5,0.04,27,146,0.98999,3.17,0.36,12.1,Good
9167,W,7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,Good
9168,W,7,0.29,0.54,10.7,0.046,59,234,0.9966,3.05,0.61,9.5,Bad
9169,W,7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,Bad
9170,R,9.1,0.76,0.68,1.7,0.414,18,64,0.99652,2.9,1.33,9.1,Bad
9171,W,5.5,0.31,0.29,3,0.027,16,102,0.99067,3.23,0.56,11.2,Bad
9172,W,6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,Bad
9173,W,4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,Bad
9174,W,6.5,0.33,0.38,2.5,0.047,30,148,0.98964,3.17,0.43,12.7,Bad
9175,W,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,Bad
9176,R,6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,Bad
9177,W,5.2,0.2,0.27,3.2,0.047,16,93,0.99235,3.44,0.53,10.1,Bad
9178,R,9.9,0.32,0.56,2,0.073,3,8,0.99534,3.15,0.73,11.4,Bad
9179,W,6.6,0.52,0.44,12.2,0.048,54,245,0.9975,3.26,0.54,9.3,Bad
9180,W,6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,Bad
9181,W,6.2,0.35,0.04,1.2,0.06,23,108,0.9934,3.26,0.54,9.2,Bad
9182,W,7.3,0.28,0.54,12.9,0.049,62,162.5,0.9984,3.06,0.45,9.1,Good
9183,W,5.7,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,Good
9184,W,6.1,0.24,0.25,1.6,0.044,24,115,0.9921,3.39,0.59,10.9,Good
9185,R,6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3,Good
9186,R,6.6,0.64,0.31,6.1,0.083,7,49,0.99718,3.35,0.68,10.3,Bad
9187,W,8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,Good
9188,W,7.6,0.48,0.28,10.4,0.049,57,205,0.99748,3.24,0.45,9.3,Bad
9189,W,5.2,0.25,0.23,1.4,0.047,20,77,0.99001,3.32,0.62,11.4,Bad
9190,W,7.1,0.12,0.32,9.6,0.054,64,162,0.9962,3.4,0.41,9.4,Bad
9191,R,11.5,0.41,0.52,3,0.08,29,55,1.0001,3.26,0.88,11,Bad
9192,W,9.8,0.36,0.46,10.5,0.038,4,83,0.9956,2.89,0.3,10.1,Bad
9193,W,9,0.31,0.48,6.6,0.043,11,73,0.9938,2.9,0.38,11.6,Bad
9194,W,7.5,0.23,0.3,1.2,0.03,27,80,0.99192,3.05,0.68,10.5,Bad
9195,R,9.8,0.34,0.39,1.4,0.066,3,7,0.9947,3.19,0.55,11.4,Good
9196,W,7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,Good
9197,W,5.1,0.31,0.3,0.9,0.037,28,152,0.992,3.54,0.56,10.1,Bad
9198,W,7,0.24,0.18,1.3,0.046,9,62,0.994,3.38,0.47,10.1,Bad
9199,R,12.7,0.6,0.65,2.3,0.063,6,25,0.9997,3.03,0.57,9.9,Good
9200,R,12,0.37,0.76,4.2,0.066,7,38,1.0004,3.22,0.6,13,Good
9201,W,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,Good
9202,W,6.4,0.16,0.25,1.4,0.057,21,125,0.99091,3.23,0.44,11.1,Good
9203,R,11.1,0.35,0.48,3.1,0.09,5,21,0.9986,3.17,0.53,10.5,Bad
9204,W,6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,Bad
9205,R,10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,Good
9206,W,9.9,0.49,0.23,2.4,0.087,19,115,0.9948,2.77,0.44,9.4,Good
9207,W,8.2,0.21,0.48,1.4,0.041,11,99,0.9958,3.17,0.57,9.9,Bad
9208,W,5.7,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,Good
9209,R,8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2,Good
9210,R,8.5,0.66,0.2,2.1,0.097,23,113,0.99733,3.13,0.48,9.2,Bad
9211,W,6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,Good
9212,W,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,Good
9213,W,9.1,0.27,0.45,10.6,0.035,28,124,0.997,3.2,0.46,10.4,Good
9214,W,7,0.24,0.36,2.8,0.034,22,112,0.99,3.19,0.38,12.6,Good
9215,W,6.6,0.36,0.52,11.3,0.046,8,110,0.9966,3.07,0.46,9.4,Bad
9216,W,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,Good
9217,R,7.2,0.835,0,2,0.166,4,11,0.99608,3.39,0.52,10,Good
9218,W,6.9,0.4,0.43,6.2,0.065,42,178,0.99552,3.11,0.53,9.4,Bad
9219,W,7.1,0.28,0.31,1.5,0.053,20,98,0.99069,3.15,0.5,11.4,Bad
9220,R,12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,Bad
9221,R,7.7,0.41,0.76,1.8,0.611,8,45,0.9968,3.06,1.26,9.4,Bad
9222,W,7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,Bad
9223,W,6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,Good
9224,R,7.6,0.43,0.31,2.1,0.069,13,74,0.9958,3.26,0.54,9.9,Good
9225,W,7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,Good
9226,W,6.4,0.22,0.32,4.9,0.046,50,156,0.99316,3.38,0.55,11.2,Good
9227,W,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,Good
9228,W,6.6,0.24,0.27,1.4,0.057,33,152,0.9934,3.22,0.56,9.5,Good
9229,R,8.1,1.33,0,1.8,0.082,3,12,0.9964,3.54,0.48,10.9,Bad
9230,W,6.9,0.36,0.28,13.55,0.048,51,189,0.99782,3,0.6,9.5,Good
9231,W,6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,Bad
9232,W,6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,Bad
9233,W,8.2,0.18,0.31,11.8,0.039,96,249,0.9976,3.07,0.52,9.5,Good
9234,R,7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,Good
9235,R,8.9,0.75,0.14,2.5,0.086,9,30,0.99824,3.34,0.64,10.5,Bad
9236,R,7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,Bad
9237,R,7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,Good
9238,R,11.9,0.57,0.5,2.6,0.082,6,32,1.0006,3.12,0.78,10.7,Good
9239,R,7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,Bad
9240,R,10.1,0.43,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10,Good
9241,W,6.8,0.22,0.37,1.7,0.036,38,195,0.9908,3.35,0.72,12.5,Bad
9242,W,5.7,0.39,0.25,4.9,0.033,49,113,0.98966,3.26,0.58,13.1,Good
9243,W,6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,Bad
9244,W,6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,Bad
9245,W,7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,Bad
9246,W,8.8,0.23,0.35,10.7,0.04,26,183,0.9984,2.93,0.49,9.1,Good
9247,W,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,Good
9248,W,5.6,0.2,0.22,1.3,0.049,25,155,0.99296,3.74,0.43,10,Bad
9249,R,8.6,0.635,0.68,1.8,0.403,19,56,0.99632,3.02,1.15,9.3,Bad
9250,W,6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,Bad
9251,W,6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,Good
9252,W,7.7,0.34,0.27,8.8,0.063,39,184,0.9969,3.09,0.63,9.2,Good
9253,W,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,Good
9254,W,7.2,0.2,0.38,1,0.037,21,74,0.9918,3.21,0.37,11,Good
9255,R,9.1,0.795,0,2.6,0.096,11,26,0.9994,3.35,0.83,9.4,Bad
9256,R,7,0.975,0.04,2,0.087,12,67,0.99565,3.35,0.6,9.4,Bad
9257,W,6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,Bad
9258,W,7.3,0.2,0.37,1.2,0.037,48,119,0.992,3.32,0.49,10.9,Good
9259,W,6.6,0.22,0.58,1.1,0.133,52,136,0.9932,3.1,0.3,9.1,Good
9260,W,7.1,0.34,0.86,1.4,0.174,36,99,0.99288,2.92,0.5,9.3,Bad
9261,W,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,Good
9262,W,5.8,0.18,0.37,1.1,0.036,31,96,0.98942,3.16,0.48,12,Good
9263,R,6.1,0.21,0.4,1.4,0.066,40.5,165,0.9912,3.25,0.59,11.9,Good
9264,W,7.4,0.22,0.27,1.6,0.057,45,98,0.99299,3.29,0.44,9.9,Good
9265,W,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,Bad
9266,W,5.8,0.315,0.19,19.4,0.031,28,106,0.99704,2.97,0.4,10.55,Good
9267,W,7.3,0.36,0.62,7.1,0.033,48,185,0.99472,3.14,0.62,10.6,Good
9268,W,6.5,0.28,0.35,15.4,0.042,55,195,0.9978,3.23,0.5,9.6,Good
9269,W,6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,Good
9270,W,6,0.495,0.27,5,0.157,17,129,0.99396,3.03,0.36,9.3,Bad
9271,R,8,0.52,0.25,2,0.078,19,59,0.99612,3.3,0.48,10.2,Bad
9272,R,8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,Good
9273,R,10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,Good
9274,W,6.1,0.23,0.27,9.8,0.055,74,134,0.99534,3.16,0.4,10.2,Good
9275,W,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,Good
9276,W,6.3,0.24,0.55,8.1,0.04,67,216,0.99596,3.24,0.5,9.2,Good
9277,W,5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,Good
9278,W,6.9,0.29,0.32,5.8,0.04,16,112,0.993,3.04,0.58,11.2,Bad
9279,R,7.9,0.57,0.31,2,0.079,10,79,0.99677,3.29,0.69,9.5,Good
9280,W,6.6,0.52,0.44,12.2,0.048,54,245,0.9975,3.26,0.54,9.3,Bad
9281,W,6.6,0.25,0.32,5.6,0.039,15,68,0.99163,2.96,0.52,11.1,Good
9282,W,6.8,0.21,0.74,1.2,0.047,25,111,0.9916,3.13,0.41,10.7,Good
9283,W,6.6,0.41,0.16,1.4,0.037,28,160,0.99167,2.95,0.45,10.6,Bad
9284,W,5.7,0.1,0.27,1.3,0.047,21,100,0.9928,3.27,0.46,9.5,Bad
9285,W,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,Bad
9286,W,6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,Bad
9287,W,7.4,0.34,0.3,14.9,0.037,70,169,0.99698,3.25,0.37,10.4,Good
9288,W,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,Good
9289,W,6.8,0.64,0.08,9.7,0.062,26,142,0.9972,3.37,0.46,8.9,Bad
9290,R,10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,Good
9291,W,7.1,0.43,0.3,6.6,0.025,15,138,0.99126,3.18,0.46,12.6,Bad
9292,W,6.6,0.295,0.24,1.6,0.039,29,140,0.99304,3.35,0.61,10.4,Good
9293,W,6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,Good
9294,W,6.2,0.35,0.03,1.2,0.064,29,120,0.9934,3.22,0.54,9.1,Bad
9295,W,6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,Bad
9296,W,7.7,0.24,0.3,1.4,0.041,15,102,0.9929,3.26,0.53,10.4,Good
9297,W,7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,Good
9298,W,7.2,0.23,0.33,12.7,0.049,50,183,0.9987,3.41,0.4,9.8,Good
9299,W,6.1,0.18,0.38,2.3,0.033,28,111,0.98962,3.16,0.49,12.4,Good
9300,W,7.4,0.28,0.49,1.5,0.034,20,126,0.9918,2.98,0.39,10.6,Bad
9301,R,6.8,0.67,0,1.9,0.08,22,39,0.99701,3.4,0.74,9.7,Bad
9302,W,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,Bad
9303,W,5.7,0.21,0.32,0.9,0.038,38,121,0.99074,3.24,0.46,10.6,Good
9304,W,6.4,0.3,0.27,4.4,0.055,17,135,0.9925,3.23,0.44,12.2,Bad
9305,W,6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,Good
9306,W,6.9,0.34,0.74,11.2,0.069,44,150,0.9968,3,0.81,9.2,Bad
9307,W,7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,Bad
9308,W,7.1,0.36,0.28,2.4,0.036,35,115,0.98936,3.19,0.44,13.5,Bad
9309,W,7.8,0.42,0.23,8.8,0.054,42,215,0.9971,3.02,0.58,9.2,Bad
9310,W,7.4,0.19,0.3,12.8,0.053,48.5,212,0.9986,3.14,0.49,9.1,Good
